"OTU","Genus","Phylum","p_value","p_adj_BH","Normal","Elevated","Hypertension.Stage.1","Hypertension.Stage.2","Hypertensive.Crisis","in_top_panel"
"RSV_genus969","Sphingobium","Proteobacteria",0.0629438111045073,0.144958891477256,-0.210177248387223,-0.178713499079226,-0.17653804134116,-0.168876585986505,-0.220530245519853,FALSE
"RSV_genus970","Sphingomicrobium","Proteobacteria",0.101076169503844,0.144958891477256,-0.241366785194013,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus971","Sphingomonas","Proteobacteria",0.141797913827662,0.162511860859494,-0.124385609561853,-0.138450831147277,-0.121359178283284,-0.189426862813214,-0.0664975387287539,FALSE
"RSV_genus972","Sphingopyxis","Proteobacteria",0.111154339852039,0.144958891477256,-0.238194320861113,-0.235581590685995,-0.226972249024951,-0.238003809647376,-0.220530245519853,FALSE
"RSV_genus973","Sphingorhabdus","Proteobacteria",0.0964661029784016,0.144958891477256,-0.245934865908752,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus974","Zymomonas","Proteobacteria",0.0948274180668403,0.144958891477256,-0.246094657038284,-0.246579574950122,-0.240014496874445,-0.247422861080103,-0.220530245519853,FALSE
"RSV_genus976","Achromobacter","Proteobacteria",0.0934188317186177,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.243982048254916,-0.220530245519853,FALSE
"RSV_genus977","Advenella","Proteobacteria",0.0964367255373978,0.144958891477256,-0.246371195104758,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus978","Alcaligenes","Proteobacteria",0.095370691958721,0.144958891477256,-0.246334016999796,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus979","Bordetella","Proteobacteria",0.170813834008773,0.187346298658549,-0.232885006059044,-0.233189318405947,-0.241753887540844,-0.242539116766289,-0.220530245519853,FALSE
"RSV_genus980","Castellaniella","Proteobacteria",0.370233782086404,0.382522055367644,-0.199647989087731,-0.204150167345577,-0.222664837864813,-0.184103511501552,-0.220530245519853,FALSE
"RSV_genus981","GKS98 freshwater group","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus982","Kerstersia","Proteobacteria",0.0962814800151407,0.144958891477256,-0.247207484777345,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus983","MWH-UniP1 aquatic group","Proteobacteria",0.0937557895822733,0.144958891477256,-0.247722452964983,-0.243804602575901,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus985","Oligella","Proteobacteria",0.0937649216638244,0.144958891477256,-0.247722452964983,-0.244769988621249,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus986","Parapusillimonas","Proteobacteria",0.111755633382146,0.145146953181387,-0.243909794601025,-0.234722305053116,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus987","Parasutterella","Proteobacteria",0.250129327440991,0.262935513050715,-0.202096369702014,-0.206952253537179,-0.215267337948181,-0.190034128492967,-0.220530245519853,FALSE
"RSV_genus988","Pelistega","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus989","Pusillimonas","Proteobacteria",0.0927554479970953,0.144958891477256,-0.247722452964983,-0.240780023557034,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus990","Sutterella","Proteobacteria",0.17781462799893,0.193451089085645,-0.214483133210151,-0.206948060319402,-0.215387221127867,-0.205676775213988,-0.220530245519853,FALSE
"RSV_genus991","Burkholderia","Proteobacteria",0.0415994261289502,0.144958891477256,-0.0321777464393203,-0.118912142450941,-0.0965163355408537,-0.142238772950261,-0.220530245519853,FALSE
"RSV_genus992","Cupriavidus","Proteobacteria",0.153102661502772,0.170212060311262,-0.210372005344095,-0.222952788619055,-0.214004123863812,-0.188562827589066,-0.220530245519853,FALSE
"RSV_genus993","Lautropia","Proteobacteria",2.54404611177177e-12,3.50714928265679e-10,3.02366456414806,2.82762737704999,2.5571946590576,2.42362985037893,1.73040289439325,TRUE
"RSV_genus994","Limnobacter","Proteobacteria",0.0963436773167056,0.144958891477256,-0.246716490780324,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus996","Pandoraea","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus997","Polynucleobacter","Proteobacteria",0.115448495466293,0.146782342720649,-0.240095416801218,-0.244537322765173,-0.23510606148495,-0.235985213813079,-0.220530245519853,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",3.99847692797146e-10,4.28725581721384e-08,0.991661352986483,0.745029630280934,0.672174974561425,0.613322427063861,0.904738331369994,TRUE
"RSV_genus999","Thiomonas","Proteobacteria",0.0777437674261831,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.237292974038348,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus1000","Acidovorax","Proteobacteria",0.0950814573886066,0.144958891477256,-0.247314350331748,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus1001","Albidiferax","Proteobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus1002","Aquabacterium","Proteobacteria",0.0848520635322219,0.144958891477256,-0.210962185623428,-0.203971555603102,-0.179847654469139,-0.208469962317546,-0.220530245519853,FALSE
"RSV_genus1003","Azohydromonas","Proteobacteria",0.0910067199278053,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.235890865163853,-0.24997119630275,-0.220530245519853,FALSE
