"OTU","Genus","Phylum","p_value","p_adj_BH","control","Lung.cancer","in_top_panel"
"RSV_genus1","Bryocella","Acidobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus2","Candidatus Koribacter","Acidobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus3","Edaphobacter","Acidobacteria",0.0529179321111008,0.0731166981223238,-0.253506957326854,-0.165979347765884,FALSE
"RSV_genus10","Bryobacter","Acidobacteria",0.0540883178653406,0.0731166981223238,-0.246241505388386,-0.165979347765884,FALSE
"RSV_genus11","Candidatus Solibacter","Acidobacteria",0.0530072041181806,0.0731166981223238,-0.251558856215011,-0.165979347765884,FALSE
"RSV_genus16","Blastocatella","Acidobacteria",0.05630579211732,0.0731166981223238,-0.230480207579393,-0.165979347765884,FALSE
"RSV_genus19","Geothrix","Acidobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus27","CL500-29 marine group","Actinobacteria",0.0534554537683657,0.0731166981223238,-0.250510923738235,-0.165979347765884,FALSE
"RSV_genus28","Illumatobacter","Actinobacteria",0.0532757754656589,0.0731166981223238,-0.250564973266683,-0.165979347765884,FALSE
"RSV_genus30","Candidatus Microthrix","Actinobacteria",0.0530072041181806,0.0731166981223238,-0.251973043416483,-0.165979347765884,FALSE
"RSV_genus31","Iamia","Actinobacteria",0.0543614531689577,0.0731166981223238,-0.242076853128859,-0.165979347765884,FALSE
"RSV_genus35","Actinomyces","Actinobacteria",0.531135355396423,0.544681846926193,6.89164062822022,7.35137456053937,FALSE
"RSV_genus36","Actinotignum","Actinobacteria",0.0532757754656589,0.0731166981223238,-0.252520777355586,-0.165979347765884,FALSE
"RSV_genus37","Arcanobacterium","Actinobacteria",0.0531861256655777,0.0731166981223238,-0.252342109141293,-0.165979347765884,FALSE
"RSV_genus38","Mobiluncus","Actinobacteria",0.289787297332819,0.305289019570055,0.160339936231602,-0.165979347765884,FALSE
"RSV_genus40","Trueperella","Actinobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus41","Varibaculum","Actinobacteria",0.0571566277090272,0.0731166981223238,-0.235114318392955,-0.165979347765884,FALSE
"RSV_genus42","Actinopolyspora","Actinobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus43","Aeriscardovia","Actinobacteria",0.0687788840150768,0.0796778188169857,-0.175852546934908,-0.165979347765884,FALSE
"RSV_genus44","Alloscardovia","Actinobacteria",0.919708743429946,0.92161883427819,0.933381989714899,-0.165979347765884,FALSE
"RSV_genus45","Bifidobacterium","Actinobacteria",0.572970006224981,0.586337281025563,1.7472695477804,0.893371929016765,FALSE
"RSV_genus46","Gardnerella","Actinobacteria",0.118063111331649,0.131408191966599,-0.0173290432073946,-0.165979347765884,FALSE
"RSV_genus47","Metascardovia","Actinobacteria",0.0665908539121798,0.0779856480888999,-0.155105023804229,-0.165979347765884,FALSE
"RSV_genus49","Parascardovia","Actinobacteria",0.448883195962786,0.463781888762408,0.529236703578272,-0.165979347765884,FALSE
"RSV_genus50","Pseudoscardovia","Actinobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus51","Scardovia","Actinobacteria",0.0944995525669101,0.106408481011748,2.39151625535254,-0.165979347765884,FALSE
"RSV_genus52","Corynebacterium","Actinobacteria",0.156367519215748,0.17069531226606,4.91624521843736,2.30874241258146,FALSE
"RSV_genus53","Corynebacterium 1","Actinobacteria",0.05850138757889,0.0731267344736125,-0.0784619198905568,1.11023445106381,FALSE
"RSV_genus55","Turicella","Actinobacteria",0.0532757754656589,0.0731166981223238,-0.252353431277881,-0.165979347765884,FALSE
"RSV_genus56","Dietzia","Actinobacteria",0.0538163288258101,0.0731166981223238,-0.249851961381793,-0.165979347765884,FALSE
"RSV_genus57","Mycobacterium","Actinobacteria",0.122228260354225,0.135575024415893,-0.0274327970490464,-0.165979347765884,FALSE
"RSV_genus59","Gordonia","Actinobacteria",0.0532757754656589,0.0731166981223238,-0.251959799554804,-0.165979347765884,FALSE
"RSV_genus61","Nocardia","Actinobacteria",0.0531861256655777,0.0731166981223238,-0.250242878578553,-0.165979347765884,FALSE
"RSV_genus62","Rhodococcus","Actinobacteria",0.046331725613007,0.0731166981223238,-0.238143793448927,0.566428844679523,FALSE
"RSV_genus63","Williamsia","Actinobacteria",0.0531861256655777,0.0731166981223238,-0.250513953992695,-0.165979347765884,FALSE
"RSV_genus64","Tsukamurella","Actinobacteria",0.0530072041181806,0.0731166981223238,-0.253211644065304,-0.165979347765884,FALSE
"RSV_genus65","Acidothermus","Actinobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
"RSV_genus66","Cryptosporangium","Actinobacteria",0.0530072041181806,0.0731166981223238,-0.251880625164198,-0.165979347765884,FALSE
"RSV_genus67","Fodinicola","Actinobacteria",0.0530072041181806,0.0731166981223238,-0.253303164250403,-0.165979347765884,FALSE
"RSV_genus68","Frankia","Actinobacteria",0.052739764981141,0.0731166981223238,-0.25401179868196,-0.165979347765884,FALSE
