"OTU","Genus","Phylum","p_value","p_adj_BH","Underweight","Healthy.weight","Overweight","Class.1.Obesity","Class.2.3.Obesity","in_top_panel"
"RSV_genus993","Lautropia","Proteobacteria",0.483575180581082,0.600913275869139,0.0014291608372093,0.00157332677648579,0.00130692714030443,0.00131442344491525,0.00111997189127686,FALSE
"RSV_genus998","Ralstonia","Proteobacteria",2.35223467574307e-14,1.9876383010029e-12,0.000172495178294574,0.000650113278423773,0.000548661446724023,0.000277922830508475,0.000367606709228824,TRUE
"RSV_genus1007","Curvibacter","Proteobacteria",0.00272190009505236,0.0143750348769953,5.9725511627907e-05,7.84167286821705e-05,6.67091793514229e-05,4.45365709745763e-05,4.92152958280657e-05,FALSE
"RSV_genus1017","Ottowia","Proteobacteria",0.0287092016141953,0.0851048344815575,0.00060090576744186,0.000699089357881137,0.000641862013236267,0.000325754235169491,0.000295389404551201,FALSE
"RSV_genus1018","Pelomonas","Proteobacteria",0.418669866913719,0.548881676302604,9.82300310077519e-05,0.000367186116925065,0.000431460976174719,0.000143199414194915,0.000101283537294564,FALSE
"RSV_genus1032","Xenophilus","Proteobacteria",0.653156467791549,0.720596313222627,4.13931782945736e-06,8.22431912144703e-06,9.11813567174057e-06,2.4342595338983e-06,5.20223388116308e-06,FALSE
"RSV_genus1040","Massilia","Proteobacteria",0.419093566191372,0.548881676302604,1.03626124031008e-05,9.95608333333333e-06,2.00878484447386e-05,8.7416654661017e-05,7.76576485461441e-06,FALSE
"RSV_genus1054","Alysiella","Proteobacteria",0.0211523512279394,0.068745141490803,2.32280697674419e-05,7.96718178294573e-05,7.22022104566512e-05,0.000108942304025424,7.52472882427307e-05,FALSE
"RSV_genus1058","Conchiformibius","Proteobacteria",0.656638060569731,0.720596313222627,4.41860465116279e-07,8.97758074935401e-06,7.24371012574454e-06,1.02760455508475e-05,2.8334213653603e-05,FALSE
"RSV_genus1060","Eikenella","Proteobacteria",0.50942599533651,0.606288684590635,0.000150644108527132,0.000234736868217054,0.00037189749702184,0.000212550148305085,0.000197762932996207,FALSE
"RSV_genus1061","Kingella","Proteobacteria",0.00579619096921195,0.0279873221084806,0.000527367581395349,0.000653947513565892,0.000618202686300464,0.0005754818125,0.000604382932996207,TRUE
"RSV_genus1063","Neisseria","Proteobacteria",0.819502608259846,0.844487443877524,0.0258682138604651,0.0257310858165374,0.0271469945003309,0.0265715648347458,0.026044578300885,FALSE
"RSV_genus1064","Simonsiella","Proteobacteria",0.505321853254203,0.605669455318868,4.53937209302326e-05,5.93595497416021e-05,5.62008444738584e-05,6.77630815677966e-05,7.30406346396966e-05,FALSE
"RSV_genus1076","Dechloromonas","Proteobacteria",0.394011860206666,0.548391339844159,3.71881395348837e-05,0.000127772662144703,0.000285990511581734,5.58273050847458e-05,5.52392022756005e-05,FALSE
"RSV_genus1079","Propionivibrio","Proteobacteria",0.988850804695686,0.988850804695686,2.17984496124031e-06,2.19535142118863e-06,2.75467174056916e-06,3.62839194915254e-06,1.90008596713021e-06,FALSE
"RSV_genus1082","Zoogloea","Proteobacteria",0.125417950913659,0.240859473913731,5.28406201550388e-06,2.14908992248062e-05,9.01873328921244e-06,3.05750211864407e-06,1.0593781289507e-05,FALSE
"RSV_genus1090","Desulfobulbus","Proteobacteria",1.48799395302956e-07,5.0294195612399e-06,5.04966976744186e-05,8.84165988372093e-05,0.000126683843150232,0.000123137757415254,0.000101871810366625,FALSE
"RSV_genus1095","Desulfomicrobium","Proteobacteria",2.00707022820185e-06,4.23993585707641e-05,1.83344496124031e-05,3.02151957364341e-05,3.91261045665123e-05,5.45639427966102e-05,3.6034798988622e-05,FALSE
