"OTU","Genus","Phylum","p_value","p_adj_BH","X70.75.bpm","X.60.bpm","X60.70.bpm","X75.85.bpm","X85..bpm","in_top_panel"
"RSV_genus1058","Conchiformibius","Proteobacteria",0.820564814168565,0.92450302396325,8.64738156590684e-06,1.06587692307692e-05,2.04568788546255e-05,8.21543776460627e-06,7.46159224598931e-06,FALSE
"RSV_genus1060","Eikenella","Proteobacteria",0.139311340127069,0.435169963283168,0.000199893988107037,0.000284169690283401,0.00020385492804699,0.000397346629974598,0.000259993070855615,FALSE
"RSV_genus1061","Kingella","Proteobacteria",0.740838709830995,0.902006232781425,0.000629354136769078,0.000606737364372469,0.000604774498531571,0.000600522937341235,0.000630821434491979,FALSE
"RSV_genus1063","Neisseria","Proteobacteria",2.42130573848402e-05,0.004092006698038,0.0274958338860258,0.0272408260222672,0.0268474347239354,0.0270195710804403,0.0223944637352941,TRUE
"RSV_genus1064","Simonsiella","Proteobacteria",0.645836614034063,0.839587598244282,5.24554737363727e-05,3.73733056680162e-05,6.16094669603525e-05,5.64618374259103e-05,8.5955442513369e-05,FALSE
"RSV_genus1076","Dechloromonas","Proteobacteria",0.28228215372422,0.598146058138205,0.000298272369672943,0.000101927825910931,0.000152591113069016,9.63626409822184e-05,7.03171951871658e-05,FALSE
"RSV_genus1079","Propionivibrio","Proteobacteria",0.472451196621586,0.70658630291193,1.9052160555005e-06,1.57882186234818e-06,2.97103524229075e-06,3.27539034716342e-06,1.88901871657754e-06,FALSE
"RSV_genus1082","Zoogloea","Proteobacteria",0.478220573464202,0.708941025574125,2.69364281466799e-05,1.75846700404858e-05,3.17484728340675e-06,9.72040643522439e-06,7.11792780748663e-06,FALSE
"RSV_genus1090","Desulfobulbus","Proteobacteria",0.834584996534622,0.931914380083909,8.38642150644202e-05,0.000138850149797571,0.000104290709251101,0.000116383352243861,0.000112081062834225,FALSE
"RSV_genus1095","Desulfomicrobium","Proteobacteria",0.121135848277975,0.426499132478704,4.01126848364718e-05,4.3482536437247e-05,5.1596798825257e-05,2.32597417442845e-05,3.43588502673797e-05,FALSE
"RSV_genus1096","Bilophila","Proteobacteria",0.407062442754028,0.655176693575531,3.26618325074331e-05,7.37324089068826e-06,8.15565565345081e-06,8.5962150719729e-06,2.89772352941176e-05,FALSE
"RSV_genus1097","Desulfovibrio","Proteobacteria",0.3351844553892,0.604132430261905,1.59809008919722e-05,4.0885024291498e-05,2.14399809104259e-05,2.26933378492803e-05,2.50456270053476e-05,FALSE
"RSV_genus1133","Campylobacter","Proteobacteria",0.615180816009478,0.829002053278629,0.00481288474925669,0.00510343624696357,0.0047732502143906,0.00489035626672312,0.00513340846122995,FALSE
